Year,State,Constituency,Category,Total Electors,Total Voters,Poll Percentage,Total General Votes Secured,Total Postal Votes Secured,Total Votes Secured,Total General Valid Votes,Total Postal Valid Votes,Total Valid Votes,% of votes secured out of total electors,% of votes secured out of total votes polled
1991,UTTAR PRADESH, ETAH,GEN,839807,466126,55.5,,,,,,443654,,
1991,UTTAR PRADESH, FIROZABAD,SC,931499,449710,48.28,,,,,,434433,,
1991,UTTAR PRADESH, AGRA,GEN,919975,419562,45.61,,,,,,405738,,
1991,UTTAR PRADESH, MATHURA,GEN,953944,474770,49.77,,,,,,456390,,
1991,UTTAR PRADESH, HATHRAS,SC,909705,469158,51.57,,,,,,452011,,
1991,UTTAR PRADESH, ALIGARH,GEN,934243,471658,50.49,,,,,,456023,,
1991,UTTAR PRADESH, KHURJA,SC,965189,470258,48.72,,,,,,454249,,
1991,UTTAR PRADESH, BULANDSHAHR,GEN,930235,460292,49.48,,,,,,449679,,
1991,UTTAR PRADESH, HAPUR,GEN,1084021,555473,51.24,,,,,,539659,,
1991,UTTAR PRADESH, BAGHPAT,GEN,937210,482277,51.46,,,,,,472709,,
1991,UTTAR PRADESH, MUZAFFARNAGAR,GEN,923784,558168,60.42,,,,,,535734,,
1991,UTTAR PRADESH, KAIRANA,GEN,881970,516077,58.51,,,,,,501417,,
1991,UTTAR PRADESH, SAHARANPUR,GEN,965458,612731,63.47,,,,,,592194,,
1991,UTTAR PRADESH, HARDWAR,SC,897723,539033,60.04,,,,,,523237,,
1991,WEST BENGAL, COOCH BEHAR,SC,981865,833066,84.85,,,,,,819360,,
1991,WEST BENGAL, ALIPURDUARS,ST,918815,711036,77.39,,,,,,691781,,
1991,WEST BENGAL, JALPAIGURI,GEN,948985,743975,78.4,,,,,,726385,,
1991,WEST BENGAL, DARJEELING,GEN,1096220,779568,71.11,,,,,,737775,,
1991,WEST BENGAL, RAIGANJ,GEN,1016789,763113,75.05,,,,,,741174,,
1991,WEST BENGAL, BALURGHAT,SC,968371,794795,82.08,,,,,,779166,,
1991,WEST BENGAL, MALDA,GEN,922467,722873,78.36,,,,,,709307,,
1991,WEST BENGAL, JANGIPUR,GEN,943696,728077,77.15,,,,,,711761,,
1991,WEST BENGAL, MURSHIDABAD,GEN,995079,806098,81.01,,,,,,789932,,
1991,WEST BENGAL, BERHAMPORE,GEN,1069213,812803,76.02,,,,,,793379,,
1991,WEST BENGAL, KRISHNAGAR,GEN,928523,764555,82.34,,,,,,748937,,
1991,WEST BENGAL, NABADWIP,SC,1094215,912199,83.37,,,,,,896610,,
1991,WEST BENGAL, BARASAT,GEN,1075164,893572,83.11,,,,,,878279,,
1991,WEST BENGAL, BASIRHAT,GEN,919022,774768,84.3,,,,,,760922,,
1991,WEST BENGAL, JOYNAGAR,SC,956356,754350,78.88,,,,,,735539,,
1991,WEST BENGAL, MATHURAPUR,SC,902852,737795,81.72,,,,,,727677,,
1991,WEST BENGAL, DIAMOND HARBOUR,GEN,961802,720436,74.9,,,,,,704176,,
1991,WEST BENGAL, JADAVPUR,GEN,1173319,867072,73.9,,,,,,851960,,
1991,WEST BENGAL, BARRACKPORE,GEN,930330,695973,74.81,,,,,,681254,,
1991,WEST BENGAL, DUM DUM,GEN,1324332,989892,74.75,,,,,,968968,,
1991,WEST BENGAL, CALCUTTA NORTH WEST,GEN,704483,409564,58.14,,,,,,401584,,
1991,WEST BENGAL, CALCUTTA NORTH EAST,GEN,858170,573443,66.82,,,,,,558121,,
1991,WEST BENGAL, CALCUTTA SOUTH,GEN,1042903,714395,68.5,,,,,,701290,,
1991,WEST BENGAL, HOWRAH,GEN,1166213,801451,68.72,,,,,,786793,,
1991,WEST BENGAL, ULUBERIA,GEN,989854,756137,76.39,,,,,,742163,,
1991,WEST BENGAL, SERAMPORE,GEN,1121057,810618,72.31,,,,,,793238,,
1991,WEST BENGAL, HOOGHLY,GEN,1002466,796160,79.42,,,,,,782176,,
1991,WEST BENGAL, ARAMBAGH,GEN,976896,810177,82.93,,,,,,796746,,
1991,WEST BENGAL, PANSKURA,GEN,871446,723796,83.06,,,,,,712289,,
1991,WEST BENGAL, TAMLUK,GEN,939938,773742,82.32,,,,,,762850,,
1991,WEST BENGAL, CONTAI,GEN,870090,696283,80.02,,,,,,684746,,
1991,WEST BENGAL, MIDNAPORE,GEN,960598,734499,76.46,,,,,,722841,,
1991,WEST BENGAL, JHARGRAM,ST,883949,690183,78.08,,,,,,673530,,
1991,WEST BENGAL, PURULIA,GEN,914959,672089,73.46,,,,,,652303,,
1991,WEST BENGAL, BANKURA,GEN,942357,682903,72.47,,,,,,664145,,
1991,WEST BENGAL, VISHNUPUR,SC,935084,738614,78.99,,,,,,721211,,
1991,WEST BENGAL, DURGAPUR,SC,1041160,767870,73.75,,,,,,749796,,
1991,WEST BENGAL, ASANSOL,GEN,1126207,722290,64.13,,,,,,701240,,
1991,WEST BENGAL, BURDWAN,GEN,1061300,855125,80.57,,,,,,841439,,
1991,WEST BENGAL, KATWA,GEN,1010077,819632,81.15,,,,,,804848,,
1991,WEST BENGAL, BOLPUR,GEN,925057,713844,77.17,,,,,,696497,,
1991,WEST BENGAL, BIRBHUM,SC,920781,692508,75.21,,,,,,672566,,
1991,ANDAMAN & NICOBAR ISLANDS, ANDAMAN NICOBAR ISLANDS,GEN,169120,108822,64.35,,,,,,107316,,
1991,CHANDIGARH, CHANDIGARH,GEN,372792,215637,57.84,,,,,,213662,,
1991,DADRA & NAGAR HAVELI, DADRA NAGAR HAVELI,ST,75009,49863,66.48,,,,,,48439,,
1991,DAMAN & DIU, DAMAN AND DIU,GEN,57892,38786,67.0,,,,,,37937,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, NEW DELHI,GEN,456073,218283,47.86,,,,,,215834,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, SOUTH DELHI,GEN,904489,421877,46.64,,,,,,417852,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, OUTER DELHI,GEN,1686074,772349,45.81,,,,,,763409,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, EAST DELHI,GEN,1582516,763274,48.23,,,,,,752846,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, CHANDNI CHOWK,GEN,399737,228439,57.15,,,,,,226607,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, DELHI SADAR,GEN,534335,286254,53.57,,,,,,282998,,
1991,NATIONAL CAPITAL TERRITORY OF DELHI, KAROL BAGH,SC,509932,256338,50.27,,,,,,253317,,
1991,LAKSHADWEEP, LAKSHADWEEP,ST,31665,25449,80.37,,,,,,25321,,
1991,PONDICHERRY, PONDICHERRY,GEN,593305,401741,67.71,,,,,,391783,,
1989,ANDHRA PRADESH, SRIKAKULAM,GEN,861650,632341,73.39,,,,,,604275,,
1989,ANDHRA PRADESH, PARVATHIPURAM,ST,809362,589546,72.84,,,,,,551416,,
1989,ANDHRA PRADESH, BOBBILI,GEN,860717,642044,74.59,,,,,,611674,,
1989,ANDHRA PRADESH, VISAKHAPATNAM,GEN,1073318,733318,68.32,,,,,,700337,,
1989,ANDHRA PRADESH, BHADRACHALAM,ST,941288,595519,63.27,,,,,,557113,,
1989,ANDHRA PRADESH, ANAKAPALLI,GEN,893262,659253,73.8,,,,,,633597,,
1989,ANDHRA PRADESH, KAKINADA,GEN,979213,724677,74.01,,,,,,704654,,
1989,ANDHRA PRADESH, RAJAHMUNDRY,GEN,972851,737739,75.83,,,,,,720327,,
1989,ANDHRA PRADESH, AMALAPURAM,SC,835700,648504,77.6,,,,,,632287,,
1989,ANDHRA PRADESH, NARASAPUR,GEN,931902,682390,73.23,,,,,,664308,,
1989,ANDHRA PRADESH, ELURU,GEN,981369,773567,78.83,,,,,,755515,,
1989,ANDHRA PRADESH, MACHILIPATNAM,GEN,908538,700112,77.06,,,,,,680994,,
1989,ANDHRA PRADESH, VIJAYAWADA,GEN,1106132,822391,74.35,,,,,,804438,,
1989,ANDHRA PRADESH, TENALI,GEN,890858,646331,72.55,,,,,,632195,,
1989,ANDHRA PRADESH, GUNTUR,GEN,1114045,765766,68.74,,,,,,749809,,
1989,ANDHRA PRADESH, BAPATLA,GEN,999676,724960,72.52,,,,,,697980,,
1989,ANDHRA PRADESH, NARASARAOPET,GEN,1138866,779017,68.4,,,,,,755362,,
1989,ANDHRA PRADESH, ONGOLE,GEN,1107153,728716,65.82,,,,,,706811,,
1989,ANDHRA PRADESH, NELLORE,SC,1064416,743196,69.82,,,,,,714775,,
1989,ANDHRA PRADESH, TIRUPATHI,SC,1077859,770785,71.51,,,,,,746951,,
1989,ANDHRA PRADESH, CHITTOOR,GEN,1002523,741202,73.93,,,,,,712718,,
1989,ANDHRA PRADESH, RAJAMPET,GEN,945601,678195,71.72,,,,,,656285,,
1989,ANDHRA PRADESH, CUDDAPAH,GEN,1135322,819354,72.17,,,,,,798740,,
1989,ANDHRA PRADESH, HINDUPUR,GEN,984977,681480,69.19,,,,,,652856,,
1989,ANDHRA PRADESH, ANANTAPUR,GEN,1013902,676218,66.69,,,,,,649375,,
1989,ANDHRA PRADESH, KURNOOL,GEN,968645,655434,67.67,,,,,,628754,,
1989,ANDHRA PRADESH, NANDYAL,GEN,1001172,711179,71.03,,,,,,690103,,
1989,ANDHRA PRADESH, NAGARKURNOOL,SC,1000322,705416,70.52,,,,,,672951,,
1989,ANDHRA PRADESH, MAHABUBNAGAR,GEN,1038379,689986,66.45,,,,,,645770,,
1989,ANDHRA PRADESH, HYDERABAD,GEN,1278250,911396,71.3,,,,,,879187,,
1989,ANDHRA PRADESH, SECUNDERABAD,GEN,1154622,668988,57.94,,,,,,646751,,
1989,ANDHRA PRADESH, SIDDIPET,SC,1144328,761363,66.53,,,,,,720957,,
1989,ANDHRA PRADESH, MEDAK,GEN,1057204,736786,69.69,,,,,,704875,,
1989,ANDHRA PRADESH, NIZAMABAD,GEN,963180,674941,70.07,,,,,,648088,,
1989,ANDHRA PRADESH, ADILABAD,GEN,888183,580382,65.34,,,,,,552264,,
1989,ANDHRA PRADESH, PEDDAPALLI,SC,1096253,679405,61.98,,,,,,640604,,
1989,ANDHRA PRADESH, KARIMNAGAR,GEN,1075755,669734,62.26,,,,,,632285,,
1989,ANDHRA PRADESH, HANAMKONDA,GEN,959004,646420,67.41,,,,,,612076,,
1989,ANDHRA PRADESH, WARANGAL,GEN,946078,714262,75.5,,,,,,680618,,
1989,ANDHRA PRADESH, KHAMMAM,GEN,1038053,813657,78.38,,,,,,781933,,
1989,ANDHRA PRADESH, NALGONDA,GEN,1144127,784463,68.56,,,,,,745471,,
1989,ANDHRA PRADESH, MIRYALGUDA,GEN,1091124,816183,74.8,,,,,,787440,,
1989,ARUNACHAL PRADESH, ARUNACHAL WEST,GEN,282496,154405,54.66,,,,,,150116,,
1989,ARUNACHAL PRADESH, ARUNACHAL EAST,GEN,193555,127260,65.75,,,,,,123014,,
1989,BIHAR, BAGAHA,SC,871641,395345,45.36,,,,,,390367,,
1989,BIHAR, BETTIAH,GEN,911262,519407,57.0,,,,,,510547,,
1989,BIHAR, MOTIHARI,GEN,936758,551310,58.85,,,,,,543412,,
1989,BIHAR, GOPALGANJ,GEN,944046,688818,72.96,,,,,,681677,,
1989,BIHAR, SIWAN,GEN,965656,562288,58.23,,,,,,552892,,
1989,BIHAR, MAHARAJGANJ,GEN,1024013,591913,57.8,,,,,,586049,,
1989,BIHAR, CHAPRA,GEN,1010173,659029,65.24,,,,,,652929,,
1989,BIHAR, HAJIPUR,SC,977499,736399,75.34,,,,,,731592,,
1989,BIHAR, VAISHALI,GEN,964120,711954,73.84,,,,,,702557,,
1989,BIHAR, MUZAFFARPUR,GEN,981763,726622,74.01,,,,,,715437,,
1989,BIHAR, SITAMARHI,GEN,1011260,654778,64.75,,,,,,647197,,
1989,BIHAR, SHEOHAR,GEN,962568,633746,65.84,,,,,,625670,,
1989,BIHAR, MADHUBANI,GEN,981067,558378,56.92,,,,,,550019,,
1989,BIHAR, JHANJHARPUR,GEN,958736,539539,56.28,,,,,,532066,,
1989,BIHAR, DARBHANGA,GEN,921749,657262,71.31,,,,,,648822,,
1989,BIHAR, ROSERA,SC,964871,626036,64.88,,,,,,619742,,
1989,BIHAR, SAMASTIPUR,GEN,1075195,704303,65.5,,,,,,694963,,
1989,BIHAR, BARH,GEN,1031955,709052,68.71,,,,,,696236,,
1989,BIHAR, BALIA,GEN,906074,524873,57.93,,,,,,511934,,
1989,BIHAR, SAHARSA,GEN,1058549,770308,72.77,,,,,,760273,,
1989,BIHAR, MADHEPURA,GEN,976967,673041,68.89,,,,,,664005,,
1989,BIHAR, ARARIA,SC,917760,569501,62.05,,,,,,557301,,
1989,BIHAR, KISHANGANJ,GEN,956458,559966,58.55,,,,,,548826,,
1989,BIHAR, PURNEA,GEN,923058,575046,62.3,,,,,,561585,,
1989,BIHAR, KATIHAR,GEN,855079,630832,73.77,,,,,,619228,,
1989,BIHAR, RAJMAHAL,ST,829017,468809,56.55,,,,,,456601,,
1989,BIHAR, DUMKA,ST,869933,416655,47.9,,,,,,405964,,
1989,BIHAR, GODDA,GEN,960243,580292,60.43,,,,,,568055,,
1989,BIHAR, BANKA,GEN,955374,540071,56.53,,,,,,528470,,
1989,BIHAR, BHAGALPUR,GEN,1046877,684005,65.34,,,,,,671816,,
1989,BIHAR, KHAGARIA,GEN,946945,593189,62.64,,,,,,581926,,
1989,BIHAR, MONGHYR,GEN,1015385,712863,70.21,,,,,,694723,,
1989,BIHAR, BEGUSARAI,GEN,986317,613692,62.22,,,,,,603707,,
1989,BIHAR, NALANDA,GEN,1085349,709017,65.33,,,,,,698122,,
1989,BIHAR, PATNA,GEN,1173277,643303,54.83,,,,,,621326,,
1989,BIHAR, ARRAH,GEN,1060759,557507,52.56,,,,,,545791,,
1989,BIHAR, BUXAR,GEN,988344,557944,56.45,,,,,,546668,,
1989,BIHAR, SASARAM,SC,965857,538050,55.71,,,,,,531432,,
1989,BIHAR, BIKRAMGANJ,GEN,983892,550578,55.96,,,,,,538328,,
1989,BIHAR, AURANGABAD,GEN,975199,574035,58.86,,,,,,565274,,
1989,BIHAR, JAHANABAD,GEN,1058677,716296,67.66,,,,,,689907,,
1989,BIHAR, NAWADA,SC,1152371,658708,57.16,,,,,,649326,,
1989,BIHAR, GAYA,SC,965265,676699,70.1,,,,,,665491,,
1989,BIHAR, CHATRA,GEN,885097,462798,52.29,,,,,,453260,,
1989,BIHAR, KODARMA,GEN,964011,548098,56.86,,,,,,536188,,
1989,BIHAR, GIRIDIH,GEN,938564,496118,52.86,,,,,,485166,,
1989,BIHAR, DHANBAD,GEN,1156446,650782,56.27,,,,,,637021,,
1989,BIHAR, HAZARIBAGH,GEN,1010692,544547,53.88,,,,,,529895,,
1989,BIHAR, RANCHI,GEN,925104,477706,51.64,,,,,,466266,,
1989,BIHAR, JAMSHEDPUR,GEN,953395,531840,55.78,,,,,,516270,,
1989,BIHAR, SINGHBHUM,ST,760236,288955,38.01,,,,,,276427,,
1989,BIHAR, KHUNTI,ST,755724,343951,45.51,,,,,,333260,,
1989,BIHAR, LOHARDAGA,ST,825417,384083,46.53,,,,,,369193,,
1989,BIHAR, PALAMAU,SC,911225,391041,42.91,,,,,,382294,,
1989,GOA, PANAJI,GEN,333994,246357,73.76,,,,,,239044,,
1989,GOA, MORMUGAO,GEN,400321,180708,45.14,,,,,,178641,,
1989,GUJARAT, KUTCH,GEN,707040,407624,57.65,,,,,,395678,,
1989,GUJARAT, SURENDRANAGAR,GEN,832118,423056,50.84,,,,,,411842,,
1989,GUJARAT, JAMNAGAR,GEN,819518,364717,44.5,,,,,,354570,,
1989,GUJARAT, RAJKOT,GEN,1092514,524709,48.03,,,,,,513701,,
1989,GUJARAT, PORBANDAR,GEN,844067,364359,43.17,,,,,,355472,,
1989,GUJARAT, JUNAGADH,GEN,915517,460709,50.32,,,,,,446995,,
1989,GUJARAT, AMRELI,GEN,808611,473467,58.55,,,,,,459923,,
1989,GUJARAT, BHAVNAGAR,GEN,900926,358853,39.83,,,,,,348896,,
1989,GUJARAT, DHANDHUKA,SC,890279,460950,51.78,,,,,,449784,,
1989,GUJARAT, AHMEDABAD,GEN,996893,584719,58.65,,,,,,570267,,
1989,GUJARAT, GANDHINAGAR,GEN,1318428,763015,57.87,,,,,,748118,,
1989,GUJARAT, MEHSANA,GEN,997389,666886,66.86,,,,,,655345,,
1989,GUJARAT, PATAN,SC,928054,504955,54.41,,,,,,496093,,
1989,GUJARAT, BANASKANTHA,GEN,895911,573929,64.06,,,,,,560227,,
1989,GUJARAT, SABARKANTHA,GEN,935924,519867,55.55,,,,,,506785,,
1989,GUJARAT, KAPADVANJ,GEN,946333,520120,54.96,,,,,,509302,,
1989,GUJARAT, DOHAD,ST,841474,339407,40.33,,,,,,322487,,
1989,GUJARAT, GODHRA,GEN,831918,422431,50.78,,,,,,410560,,
1989,GUJARAT, KAIRA,GEN,922544,569684,61.75,,,,,,557223,,
1989,GUJARAT, ANAND,GEN,896601,585683,65.32,,,,,,573208,,
1989,GUJARAT, CHHOTA UDAIPUR,ST,847132,463773,54.75,,,,,,448929,,
1989,GUJARAT, BARODA,GEN,1109306,704314,63.49,,,,,,684705,,
1989,GUJARAT, BROACH,GEN,914569,637720,69.73,,,,,,624336,,
1989,GUJARAT, SURAT,GEN,1288729,700577,54.36,,,,,,682816,,
1989,GUJARAT, MANDVI,ST,893665,434296,48.6,,,,,,417617,,
1989,GUJARAT, BULSAR,ST,958712,451740,47.12,,,,,,438120,,
1989,HARYANA, AMBALA,SC,899299,581089,64.62,,,,,,571129,,
1989,HARYANA, KURUKSHETRA,GEN,915880,615902,67.25,,,,,,606657,,
1989,HARYANA, KARNAL,GEN,946620,606237,64.04,,,,,,595298,,
1989,HARYANA, SONEPAT,GEN,943188,615411,65.25,,,,,,605122,,
1989,HARYANA, ROHTAK,GEN,908794,619262,68.14,,,,,,607763,,
1989,HARYANA, FARIDABAD,GEN,1131257,710487,62.81,,,,,,699932,,
1989,HARYANA, MAHENDRAGARH,GEN,1057536,650168,61.48,,,,,,637203,,
1989,HARYANA, BHIWANI,GEN,944629,604350,63.98,,,,,,594800,,
1989,HARYANA, HISSAR,GEN,912985,583150,63.87,,,,,,573845,,
1989,HARYANA, SIRSA,SC,976500,621055,63.6,,,,,,612023,,
1989,HIMACHAL PRADESH, SIMLA,SC,718487,425668,59.25,,,,,,420744,,
1989,HIMACHAL PRADESH, MANDI,GEN,756145,470730,62.25,,,,,,464947,,
1989,HIMACHAL PRADESH, KANGRA,GEN,737973,513513,69.58,,,,,,507577,,
1989,HIMACHAL PRADESH, HAMIRPUR,GEN,770754,497814,64.59,,,,,,488754,,
1989,JAMMU & KASHMIR, BARAMULLA,GEN,698284,38235,5.48,,,,,,37466,,
1989,JAMMU & KASHMIR, SRINAGAR,GEN,782715,0,0.0,,,,,,0,,
1989,JAMMU & KASHMIR, ANANTNAG,GEN,736495,37377,5.07,,,,,,36907,,
1989,JAMMU & KASHMIR, LADAKH,GEN,101738,87863,86.36,,,,,,85763,,
1989,JAMMU & KASHMIR, UDHAMPUR,GEN,809465,319326,39.45,,,,,,312762,,
1989,JAMMU & KASHMIR, JAMMU,GEN,1026600,584078,56.89,,,,,,573223,,
1989,KARNATAKA, BIDAR,SC,993316,589166,59.31,,,,,,550865,,
1989,KARNATAKA, GULBARGA,GEN,1035569,637640,61.57,,,,,,598903,,
1989,KARNATAKA, RAICHUR,GEN,989671,532963,53.85,,,,,,496725,,
1989,KARNATAKA, KOPPAL,GEN,1050963,679404,64.65,,,,,,643610,,
1989,KARNATAKA, BELLARY,GEN,1031006,689764,66.9,,,,,,647775,,
1989,KARNATAKA, DAVANGERE,GEN,1079519,742962,68.82,,,,,,707290,,
1989,KARNATAKA, CHITRADURGA,GEN,1026027,693903,67.63,,,,,,662309,,
1989,KARNATAKA, TUMKUR,GEN,963069,705124,73.22,,,,,,674040,,
1989,KARNATAKA, CHIKBALLAPUR,GEN,979204,727444,74.29,,,,,,697076,,
1989,KARNATAKA, KOLAR,SC,948842,702728,74.06,,,,,,675027,,
1989,KARNATAKA, KANAKAPURA,GEN,1355284,923505,68.14,,,,,,891182,,
1989,KARNATAKA, BANGALORE NORTH,GEN,1328013,781199,58.82,,,,,,753034,,
1989,KARNATAKA, BANGALORE SOUTH,GEN,1312751,744332,56.7,,,,,,721241,,
1989,KARNATAKA, MANDYA,GEN,962396,733580,76.22,,,,,,706188,,
1989,KARNATAKA, CHAMARAJANAGAR,SC,942181,701690,74.48,,,,,,665298,,
1989,KARNATAKA, MYSORE,GEN,1052491,733973,69.74,,,,,,691602,,
1989,KARNATAKA, MANGALORE,GEN,923749,646156,69.95,,,,,,624966,,
1989,KARNATAKA, UDUPI,GEN,903990,604759,66.9,,,,,,586162,,
1989,KARNATAKA, HASSAN,GEN,1049009,773964,73.78,,,,,,744734,,
1989,KARNATAKA, CHIKMAGALUR,GEN,940328,670328,71.29,,,,,,637630,,
1989,KARNATAKA, SHIMOGA,GEN,1024762,727264,70.97,,,,,,694249,,
1989,KARNATAKA, KANARA,GEN,970866,668957,68.9,,,,,,632713,,
1989,KARNATAKA, DHARWAD SOUTH,GEN,938007,691607,73.73,,,,,,663129,,
1989,KARNATAKA, DHARWAD NORTH,GEN,952624,635790,66.74,,,,,,606378,,
1989,KARNATAKA, BELGAUM,GEN,1024662,682826,66.64,,,,,,647192,,
1989,KARNATAKA, CHIKKODI,SC,927517,636543,68.63,,,,,,596195,,
1989,KARNATAKA, BAGALKOT,GEN,956206,663239,69.36,,,,,,633198,,
1989,KARNATAKA, BIJAPUR,GEN,949422,599198,63.11,,,,,,574302,,
1989,KERALA, KASARAGOD,GEN,1010280,802722,79.46,,,,,,797296,,
1989,KERALA, CANNANORE,GEN,939750,781281,83.14,,,,,,777420,,
1989,KERALA, BADAGARA,GEN,984309,795853,80.85,,,,,,792162,,
1989,KERALA, CALICUT,GEN,958405,788439,82.27,,,,,,784327,,
1989,KERALA, MANJERI,GEN,1017274,811009,79.72,,,,,,806458,,
1989,KERALA, PONNANI,GEN,991943,710929,71.67,,,,,,704624,,
1989,KERALA, PALGHAT,GEN,957847,741859,77.45,,,,,,734778,,
1989,KERALA, OTTAPALAM,SC,946025,722920,76.42,,,,,,716077,,
1989,KERALA, TRICHUR,GEN,912039,719432,78.88,,,,,,714262,,
1989,KERALA, MUKUNDAPURAM,GEN,921201,759285,82.42,,,,,,754460,,
1989,KERALA, ERNAKULAM,GEN,961739,776614,80.75,,,,,,772264,,
1989,KERALA, MUVATTUPUZHA,GEN,895057,732761,81.87,,,,,,729594,,
1989,KERALA, KOTTAYAM,GEN,890166,752839,84.57,,,,,,749386,,
1989,KERALA, IDUKKI,GEN,972940,746958,76.77,,,,,,743191,,
1989,KERALA, ALLEPPEY,GEN,884874,750995,84.87,,,,,,746839,,
1989,KERALA, MAVELIKARA,GEN,840010,657992,78.33,,,,,,654698,,
1989,KERALA, ADOOR,SC,880093,692830,78.72,,,,,,688614,,
1989,KERALA, QUILON,GEN,951856,775045,81.42,,,,,,770898,,
1989,KERALA, CHIRAYINKIL,GEN,984118,730320,74.21,,,,,,724825,,
1989,KERALA, TRIVANDRUM,GEN,1024210,757167,73.93,,,,,,750368,,
1989,MADHYA PRADESH, MORENA,SC,993784,423484,42.61,,,,,,415608,,
1989,MADHYA PRADESH, BHIND,GEN,998307,470724,47.15,,,,,,460821,,
1989,MADHYA PRADESH, GWALIOR,GEN,953238,493898,51.81,,,,,,483368,,
1989,MADHYA PRADESH, GUNA,GEN,1006096,568851,56.54,,,,,,554231,,
1989,MADHYA PRADESH, SAGAR,SC,897740,481922,53.68,,,,,,468702,,
1989,MADHYA PRADESH, KHAJURAHO,GEN,1061784,628167,59.16,,,,,,606489,,
1989,MADHYA PRADESH, DAMOH,GEN,1003959,564384,56.22,,,,,,546985,,
1989,MADHYA PRADESH, SATNA,GEN,960755,490512,51.05,,,,,,474899,,
1989,MADHYA PRADESH, REWA,GEN,1058365,536920,50.73,,,,,,523449,,
1989,MADHYA PRADESH, SIDHI,ST,992279,457046,46.06,,,,,,443080,,
1989,MADHYA PRADESH, SHAHDOL,ST,947958,441652,46.59,,,,,,412312,,
1989,MADHYA PRADESH, SURGUJA,ST,895838,393529,43.93,,,,,,379230,,
1989,MADHYA PRADESH, RAIGARH,ST,810049,455799,56.27,,,,,,439428,,
1989,MADHYA PRADESH, JANJGIR,GEN,965293,575678,59.64,,,,,,559241,,
1989,MADHYA PRADESH, BILASPUR,SC,870746,491398,56.43,,,,,,473969,,
1989,MADHYA PRADESH, SARANGARH,SC,902624,516476,57.22,,,,,,499834,,
1989,MADHYA PRADESH, RAIPUR,GEN,888021,520823,58.65,,,,,,503926,,
1989,MADHYA PRADESH, MAHASAMUND,GEN,892973,553185,61.95,,,,,,531524,,
1989,MADHYA PRADESH, KANKER,ST,850767,450405,52.94,,,,,,428063,,
1989,MADHYA PRADESH, BASTAR,ST,751296,261460,34.8,,,,,,241520,,
1989,MADHYA PRADESH, DURG,GEN,1042098,643231,61.72,,,,,,619355,,
1989,MADHYA PRADESH, RAJNANDGAON,GEN,829486,508718,61.33,,,,,,483955,,
1989,MADHYA PRADESH, BALAGHAT,GEN,791000,533206,67.41,,,,,,519277,,
1989,MADHYA PRADESH, MANDLA,ST,811764,378834,46.67,,,,,,360459,,
1989,MADHYA PRADESH, JABALPUR,GEN,918415,504092,54.89,,,,,,492247,,
1989,MADHYA PRADESH, SEONI,GEN,893182,458710,51.36,,,,,,441708,,
1989,MADHYA PRADESH, CHHINDWARA,GEN,828757,442608,53.41,,,,,,422404,,
1989,MADHYA PRADESH, BETUL,GEN,812246,410229,50.51,,,,,,393971,,
1989,MADHYA PRADESH, HOSHANGABAD,GEN,916182,544154,59.39,,,,,,525473,,
1989,MADHYA PRADESH, BHOPAL,GEN,1120927,617985,55.13,,,,,,605604,,
1989,MADHYA PRADESH, VIDISHA,GEN,925976,545748,58.94,,,,,,531296,,
1989,MADHYA PRADESH, RAJGARH,GEN,900674,555194,61.64,,,,,,539760,,
1989,MADHYA PRADESH, SHAJAPUR,SC,934268,607446,65.02,,,,,,587111,,
1989,MADHYA PRADESH, KHANDWA,GEN,868671,535120,61.6,,,,,,517463,,
1989,MADHYA PRADESH, KHARGONE,GEN,863948,520054,60.2,,,,,,498886,,
1989,MADHYA PRADESH, DHAR,ST,889675,533306,59.94,,,,,,502731,,
1989,MADHYA PRADESH, INDORE,GEN,1083491,651051,60.09,,,,,,639071,,
1989,MADHYA PRADESH, UJJAIN,SC,887582,506061,57.02,,,,,,488226,,
1989,MADHYA PRADESH, JHABUA,ST,876800,437814,49.93,,,,,,416832,,
1989,MADHYA PRADESH, MANDSAUR,GEN,993680,658382,66.26,,,,,,641905,,
1989,MAHARASHTRA, RAJAPUR,GEN,741195,469081,63.29,,,,,,457088,,
1989,MAHARASHTRA, RATNAGIRI,GEN,764262,505975,66.2,,,,,,490126,,
1989,MAHARASHTRA, KOLABA,GEN,938272,646172,68.87,,,,,,624079,,
1989,MAHARASHTRA, BOMBAY SOUTH,GEN,730429,396477,54.28,,,,,,390967,,
1989,MAHARASHTRA, BOMBAY SOUTH CENTRAL,GEN,799411,453892,56.78,,,,,,446064,,
1989,MAHARASHTRA, BOMBAY NORTH CENTRAL,GEN,1007678,577138,57.27,,,,,,567431,,
1989,MAHARASHTRA, BOMBAY NORTH EAST,GEN,1474388,892703,60.55,,,,,,877814,,
1989,MAHARASHTRA, BOMBAY NORTH WEST,GEN,1224733,696429,56.86,,,,,,686003,,
1989,MAHARASHTRA, BOMBAY NORTH,GEN,1522476,885188,58.14,,,,,,869921,,
1989,MAHARASHTRA, THANE,GEN,1554410,890052,57.26,,,,,,873452,,
