Year,State,Constituency,State_Code,Constituency_Number,Category,Candidates_Nominated_Men,Candidates_Nominated_Women,Candidates_Nominated_Others,Candidates_Nominated_Total,Nominations_Rejected_Men,Nominations_Rejected_Women,Nominations_Rejected_Others,Nominations_Rejected_Total,Candidates_Withdrawn_Men,Candidates_Withdrawn_Women,Candidates_Withdrawn_Others,Candidates_Withdrawn_Total,Contested_Men,Contested_Women,Contested_Others,Contested_Total,Forfeited_Men,Forfeited_Women,Forfeited_Others,Forfeited_Total,General_Electors_Men,General_Electors_Women,General_Electors_Others,General_Electors_Total,Overseas_Electors_Men,Overseas_Electors_Women,Overseas_Electors_Others,Overseas_Electors_Total,Service_Electors_Men,Service_Electors_Women,Service_Electors_Others,Service_Electors_Total,Total_Electors_Men,Total_Electors_Women,Total_Electors_Others,Total_Electors,General_Voters_Men,General_Voters_Women,General_Voters_Others,General_Voters_Total,Overseas_Voters_Men,Overseas_Voters_Women,Overseas_Electors_Others,Overseas_Voters_Total,Proxy_Voters,Postal_Voters_Men,Postal_Voters_Women,Postal_Voters_Total,Total_Voters_Men,Total_Voters_Women,Total_Voters,Total Votes Polled,Rejected_Votes,Votes Rejected Due To Other Reason,% of Votes Rejected,Rejected_Votes_Postal,Polling_Percentage_Men,Polling_Percentage_Women,Polling_Percentage_Total,Votes Not Retrieved From EVM,TOTAL VOTES POLLED ON EVM,TOTAL DEDUCTED VOTES FROM EVM,TOTAL VALID VOTES POLLED ON EVM,POSTAL VOTES COUNTED,POSTAL VOTES DEDUCTED,VALID POSTAL VOTES,Valid Votes,Total_Valid_Votes_Polled,TEST VOTES POLLED ON EVM,VOTES POLLED FOR NOTA,Missing_Votes,Ballot_Paper_Set_Apart,Tendered_Votes,Polling_Stations,Avg_Per_Polling_Station,Re-Poll_Stations
2004, ANDHRA PRADESH, BHADRACHALAM,S01,5,ST,6,1,,7,2,0,,2,0,0,,0,4,1,,5,3,0,,3,584405,608746,,1193151,,,,,114,32,,146,584519,608778,,1193297,428618,394242,,822860,,,,,0,,,672,,,823532,,,,,117,73.34,64.76,69.01,0,,,,,,,,823415,,,,,6,1248,956,2
2004, ANDHRA PRADESH, ANAKAPALLI,S01,6,GEN,5,0,,5,1,0,,1,1,0,,1,3,0,,3,1,0,,1,494753,527328,,1022081,,,,,770,262,,1032,495523,527590,,1023113,390353,391393,,781746,,,,,1,,,359,,,782106,,,,,0,78.9,74.22,76.44,0,,,,,,,,782106,,,,,29,1098,932,0
2004, ANDHRA PRADESH, KAKINADA,S01,7,GEN,9,1,,10,2,0,,2,1,0,,1,6,1,,7,4,1,,5,577399,587389,,1164788,,,,,125,71,,196,577524,587460,,1164984,430057,401995,,832052,,,,,0,,,295,,,832347,,,,,63,74.48,68.44,71.45,0,,,,,,,,832284,,,,,23,1210,963,11
2004, ANDHRA PRADESH, RAJAHMUNDRY,S01,8,GEN,7,0,,7,0,0,,0,1,0,,1,6,0,,6,4,0,,4,530536,543380,,1073916,,,,,196,111,,307,530732,543491,,1074223,410408,405085,,815493,,,,,0,,,783,,,816276,,,,,151,77.36,74.55,75.99,0,,,,,,,,816125,,,,,26,1174,915,8
2004, ANDHRA PRADESH, AMALAPURAM,S01,9,SC,8,0,,8,1,0,,1,2,0,,2,5,0,,5,3,0,,3,446857,457168,,904025,,,,,115,67,,182,446972,457235,,904207,361734,340981,,702715,,,,,0,,,1700,,,704415,,,,,191,80.95,74.59,77.9,0,,,,,,,,704224,,,,,43,1007,898,0
2004, ANDHRA PRADESH, NARASAPUR,S01,10,GEN,3,1,,4,0,1,,1,0,0,,0,3,0,,3,1,0,,1,491374,504467,,995841,,,,,212,122,,334,491586,504589,,996175,386624,379148,,765772,,,,,0,,,3146,,,768918,,,,,381,78.68,75.16,77.19,0,,,,,,,,768537,,,,,46,1059,941,0
2004, ANDHRA PRADESH, ELURU,S01,11,GEN,8,0,,8,1,0,,1,0,0,,0,7,0,,7,5,0,,5,568494,582676,,1151170,,,,,347,155,,502,568841,582831,,1151672,455430,439424,,894854,,,,,0,,,2107,,,896961,,,,,15,80.11,75.41,77.88,0,,,,,,,,896946,,,,,0,1179,977,0
2004, ANDHRA PRADESH, MACHILIPATNAM,S01,12,GEN,8,0,,8,2,0,,2,0,0,,0,6,0,,6,4,0,,4,488438,504620,,993058,,,,,201,111,,312,488639,504731,,993370,379864,372549,,752413,,,,,0,,,3346,,,755759,,,,,445,77.77,73.83,76.08,0,,,,,,,,755314,,,,,38,1090,911,0
2004, ANDHRA PRADESH, VIJAYAWADA,S01,13,GEN,12,3,,15,0,2,,2,0,0,,0,12,1,,13,10,1,,11,732336,732019,,1464355,,,,,222,80,,302,732558,732099,,1464657,488452,455314,,943766,,,,,1,,,2187,,,945954,,,,,404,66.7,62.2,64.59,0,,,,,,,,945550,,,,,80,1442,1016,0
2004, ANDHRA PRADESH, TENALI,S01,14,GEN,10,0,,10,1,0,,1,2,0,,2,7,0,,7,5,0,,5,432793,446159,,878952,,,,,813,383,,1196,433606,446542,,880148,340198,331118,,671316,,,,,0,,,2465,,,673781,,,,,319,78.61,74.22,76.55,0,,,,,,,,673462,,,,,26,1029,855,0
2004, ANDHRA PRADESH, GUNTUR,S01,15,GEN,10,0,,10,3,0,,3,2,0,,2,5,0,,5,3,0,,3,578286,593863,,1172149,,,,,574,231,,805,578860,594094,,1172954,421887,398237,,820124,,,,,0,,,1637,,,821761,,,,,283,72.95,67.06,70.06,0,,,,,,,,821478,,,,,25,1380,850,4
2004, ANDHRA PRADESH, BAPATLA,S01,16,GEN,5,1,,6,1,0,,1,0,0,,0,4,1,,5,3,0,,3,465674,480928,,946602,,,,,1641,686,,2327,467315,481614,,948929,369783,363894,,733677,,,,,0,,,2039,,,735716,,,,,254,79.41,75.66,77.53,0,,,,,,,,735462,,,,,25,1190,797,5
2004, ANDHRA PRADESH, NARASARAOPET,S01,17,GEN,7,0,,7,2,0,,2,0,0,,0,5,0,,5,3,0,,3,621504,632063,,1253567,,,,,1058,415,,1473,622562,632478,,1255040,458277,439612,,897889,,,,,1,,,1947,,,899837,,,,,53,73.74,69.55,71.7,0,,,,,,,,899784,,,,,3,1481,847,16
2004, ANDHRA PRADESH, ONGOLE,S01,18,GEN,9,2,,11,0,1,,1,1,0,,1,8,1,,9,7,0,,7,522661,540843,,1063504,,,,,333,158,,491,522994,541001,,1063995,393771,401773,,795544,,,,,1,,,3926,,,799471,,,,,362,75.34,74.29,75.14,0,,,,,,,,799109,,,,,29,1444,737,10
2004, ANDHRA PRADESH, NELLORE,S01,19,SC,13,1,,14,4,0,,4,1,0,,1,8,1,,9,7,0,,7,568572,584259,,1152831,,,,,207,143,,350,568779,584402,,1153181,426257,407568,,833825,,,,,0,,,2915,,,836740,,,,,238,74.97,69.76,72.56,0,,,,,,,,836502,,,,,27,1388,831,5
2004, ANDHRA PRADESH, TIRUPATHI,S01,20,SC,6,1,,7,2,1,,3,0,0,,0,4,0,,4,2,0,,2,597026,617961,,1214987,,,,,387,199,,586,597413,618160,,1215573,433018,415977,,848995,,,,,0,,,1808,,,850803,,,,,16,72.53,67.31,69.99,0,,,,,,,,850787,,,,,81,1434,848,2
2004, ANDHRA PRADESH, CHITTOOR,S01,21,GEN,6,1,,7,0,1,,1,0,0,,0,6,0,,6,4,0,,4,576653,592193,,1168846,,,,,1184,295,,1479,577837,592488,,1170325,445882,428543,,874425,,,,,13,,,2156,,,876594,,,,,602,77.32,72.37,74.9,0,,,,,,,,875992,,,,,57,1276,917,2
2004, ANDHRA PRADESH, RAJAMPET,S01,22,GEN,6,0,,6,1,0,,1,0,0,,0,5,0,,5,3,0,,3,487061,503790,,990851,,,,,356,162,,518,487417,503952,,991369,353593,335294,,688887,,,,,0,,,2702,,,691589,,,,,260,72.6,66.55,69.76,0,,,,,,,,691329,,,,,13,1149,863,13
2004, ANDHRA PRADESH, CUDDAPAH,S01,23,GEN,17,0,,17,1,0,,1,1,0,,1,15,0,,15,13,0,,13,560386,582461,,1142847,,,,,484,174,,658,560870,582635,,1143505,409552,404495,,814047,,,,,0,,,5710,,,819757,,,,,556,73.08,69.45,71.69,0,,,,,,,,819201,,,,,2,1256,910,1
2004, ANDHRA PRADESH, HINDUPUR,S01,24,GEN,3,1,,4,0,0,,0,0,0,,0,3,1,,4,1,1,,2,595423,583446,,1178869,,,,,258,84,,342,595681,583530,,1179211,454423,410983,,865406,,,,,0,,,2864,,,868270,,,,,207,76.32,70.44,73.63,0,,,,,,,,868063,,,,,7,1330,887,5
2004, ANDHRA PRADESH, ANANTAPUR,S01,25,GEN,8,0,,8,0,0,,0,1,0,,1,7,0,,7,5,0,,5,642077,638427,,1280504,,,,,322,97,,419,642399,638524,,1280923,455686,417684,,873370,,,,,0,,,3006,,,876376,,,,,589,70.97,65.42,68.42,652,,,,,,,,875135,,,,,0,1432,894,6
2004, ANDHRA PRADESH, KURNOOL,S01,26,GEN,13,0,,13,2,0,,2,1,0,,1,10,0,,10,8,0,,8,643917,666119,,1310036,,,,,475,213,,688,644392,666332,,1310724,426974,391342,,818316,,,,,0,,,681,,,818997,,,,,188,66.31,58.75,62.48,0,,,,,,,,818809,,,,,18,1354,968,6
2004, ANDHRA PRADESH, NANDYAL,S01,27,GEN,10,1,,11,2,0,,2,0,0,,0,8,1,,9,7,0,,7,581003,596662,,1177665,,,,,3201,1374,,4575,584204,598036,,1182240,421700,407024,,828724,,,,,0,,,1777,,,830501,,,,,525,72.58,68.22,70.25,0,,,,,,,,829976,,,,,2,1243,951,5
2004, ANDHRA PRADESH, NAGARKURNOOL,S01,28,SC,6,0,,6,0,0,,0,1,0,,1,5,0,,5,3,0,,3,644394,651133,,1295527,,,,,816,201,,1017,645210,651334,,1296544,456705,425919,,882624,,,,,0,,,1059,,,883683,,,,,333,70.87,65.41,68.16,0,,,,,,,,883350,,,,,11,1423,911,3
2004, ANDHRA PRADESH, MAHABUBNAGAR,S01,29,GEN,6,1,,7,1,0,,1,1,0,,1,4,1,,5,2,1,,3,671952,693229,,1365181,,,,,543,198,,741,672495,693427,,1365922,434557,431686,,866243,,,,,0,,,537,,,866780,,,,,230,64.67,62.27,63.46,0,,,,,,,,866550,,,,,20,1493,915,3
2004, ANDHRA PRADESH, HYDERABAD,S01,30,GEN,10,2,,12,0,0,,0,2,0,,2,8,2,,10,5,2,,7,897159,873122,,1770281,,,,,310,134,,444,897469,873256,,1770725,534429,451958,,986387,,,,,2,,,412,,,986801,,,,,64,59.57,51.76,55.73,0,,,,,,,,986737,,,,,6,1849,958,0
2004, ANDHRA PRADESH, SECUNDERABAD,S01,31,GEN,14,2,,16,2,1,,3,0,0,,0,12,1,,13,10,1,,11,956807,893451,,1850258,,,,,289,147,,436,957096,893598,,1850694,535769,437457,,973226,,,,,0,,,91,,,973317,,,,,29,56.0,48.96,52.59,0,,,,,,,,973288,,,,,19,1812,1021,0
2004, ANDHRA PRADESH, SIDDIPET,S01,32,SC,5,1,,6,1,0,,1,0,0,,0,4,1,,5,2,1,,3,874049,851287,,1725336,,,,,1238,544,,1782,875287,851831,,1727118,583672,535157,,1118829,,,,,0,,,1016,,,1119845,,,,,31,66.78,62.86,64.84,0,,,,,,,,1119814,,,,,29,1841,938,1
2004, ANDHRA PRADESH, MEDAK,S01,33,GEN,9,0,,9,0,0,,0,3,0,,3,6,0,,6,4,0,,4,620776,637957,,1258733,,,,,285,108,,393,621061,638065,,1259126,458161,441213,,899374,,,,,0,,,2126,,,901500,,,,,485,73.8,69.16,71.6,0,,,,,,,,901015,,,,,0,1479,851,0
2004, ANDHRA PRADESH, NIZAMABAD,S01,34,GEN,5,0,,5,0,0,,0,1,0,,1,4,0,,4,2,0,,2,527780,600353,,1128133,,,,,129,50,,179,527909,600403,,1128312,407716,373922,,781638,,,,,0,,,1028,,,782666,,,,,227,77.25,62.28,69.37,0,,,,,,,,782439,,,,,50,1275,885,0
2004, ANDHRA PRADESH, ADILABAD,S01,35,GEN,8,0,,8,1,0,,1,3,0,,3,4,0,,4,2,0,,2,557810,582671,,1140481,,,,,281,72,,353,558091,582743,,1140834,425302,405299,,830601,,,,,0,,,1143,,,831744,,,,,407,76.24,69.56,72.91,0,,,,,,,,831337,,,,,25,1227,930,0
2004, ANDHRA PRADESH, PEDDAPALLI,S01,36,SC,5,1,,6,0,0,,0,0,0,,0,5,1,,6,4,0,,4,699814,686415,,1386229,,,,,255,59,,314,700069,686474,,1386543,494220,444582,,938802,,,,,0,,,978,,,939780,,,,,330,70.62,64.77,67.78,0,,,,,,,,939450,,,,,0,1499,925,0
2004, ANDHRA PRADESH, KARIMNAGAR,S01,37,GEN,6,0,,6,1,0,,1,1,0,,1,4,0,,4,2,0,,2,667234,677424,,1344658,,,,,107,21,,128,667341,677445,,1344786,426115,448252,,874367,,,,,0,,,1371,,,875738,,,,,595,63.86,66.17,65.12,645,,,,,,,,874498,,,,,29,1513,889,0
2004, ANDHRA PRADESH, HANAMKONDA,S01,38,GEN,8,0,,8,0,0,,0,2,0,,2,6,0,,6,4,0,,4,604940,602028,,1206968,,,,,92,29,,121,605032,602057,,1207089,430730,400594,,831324,,,,,0,,,616,,,831940,,,,,14,71.2,66.54,68.92,0,,,,,,,,831926,,,,,47,1267,953,0
2004, ANDHRA PRADESH, WARANGAL,S01,39,GEN,11,3,,14,1,0,,1,2,1,,3,8,2,,10,6,2,,8,602110,612935,,1215045,,,,,90,32,,122,602200,612967,,1215167,473953,447563,,921516,,,,,0,,,843,,,922359,,,,,233,78.72,73.02,75.9,254,,,,,,,,921872,,,,,82,1257,967,5
2004, ANDHRA PRADESH, KHAMMAM,S01,40,GEN,8,3,,11,0,0,,0,2,0,,2,6,3,,9,5,2,,7,646184,652264,,1298448,,,,,132,34,,166,646316,652298,,1298614,511288,509235,,1020523,,,,,0,,,3017,,,1023540,,,,,31,79.12,78.07,78.82,332,,,,,,,,1023177,,,,,37,1353,960,1
2004, ANDHRA PRADESH, NALGONDA,S01,41,GEN,10,0,,10,2,0,,2,0,0,,0,8,0,,8,6,0,,6,821541,783321,,1604862,,,,,221,80,,301,821762,783401,,1605163,558303,488605,,1046908,,,,,0,,,1322,,,1048230,,,,,364,67.96,62.38,65.3,0,,,,,,,,1047866,,,,,51,1791,896,0
2004, ANDHRA PRADESH, MIRYALGUDA,S01,42,GEN,8,0,,8,1,0,,1,1,0,,1,6,0,,6,4,0,,4,640089,648968,,1289057,,,,,202,83,,285,640291,649051,,1289342,491667,469741,,961408,,,,,0,,,2403,,,963811,,,,,856,76.81,72.38,74.75,356,,,,,,,,962599,,,,,50,1524,846,0
2004, ARUNACHAL PRADESH, ARUNACHAL WEST,S02,1,GEN,8,0,,8,1,0,,1,0,0,,0,7,0,,7,5,0,,5,197465,196519,,393984,,,,,352,92,,444,197817,196611,,394428,112035,108583,,220618,,,,,0,,,1015,,,221633,,,,,79,56.74,55.25,56.19,0,,,,,,,,221554,,,,,69,1032,382,0
2004, ARUNACHAL PRADESH, ARUNACHAL EAST,S02,2,GEN,6,0,,6,0,0,,0,0,0,,0,6,0,,6,4,0,,4,153490,135792,,289282,,,,,257,67,,324,153747,135859,,289606,87378,75326,,162704,,,,,0,,,1109,,,163813,,,,,386,56.93,55.47,56.56,53,,,,,,,,163374,,,,,30,724,400,0
2004, ASSAM, KARIMGANJ,S03,1,SC,12,0,,12,4,0,,4,0,0,,0,8,0,,8,6,0,,6,508536,468970,,977506,,,,,1066,533,,1599,509602,469503,,979105,396084,274981,,671065,,,,,0,,,684,,,671749,,,,,90,77.89,58.64,68.61,168,,,,,,,,671491,,,,,0,1221,802,0
2004, ASSAM, SILCHAR,S03,2,GEN,11,0,,11,0,0,,0,0,0,,0,11,0,,11,9,0,,9,457185,420352,,877537,,,,,1149,557,,1706,458334,420909,,879243,317732,290152,,607884,,,,,0,,,386,,,608270,,,,,37,69.5,69.03,69.18,0,,,,,,,,608233,,,,,0,1030,854,0
2004, ASSAM, AUTONOMOUS DISTRICT,S03,3,ST,9,0,,9,1,0,,1,0,0,,0,8,0,,8,5,0,,5,302297,276686,,578983,,,,,279,22,,301,302576,276708,,579284,215532,186080,,401612,,,,,0,,,524,,,402136,,,,,157,71.3,67.25,69.42,602,,,,,,,,401377,,,,,63,724,800,0
2004, ASSAM, DHUBRI,S03,4,GEN,10,2,,12,1,0,,1,0,0,,0,9,2,,11,7,2,,9,592052,557539,,1149591,,,,,238,110,,348,592290,557649,,1149939,454749,408714,,863463,,,,,0,,,179,,,863642,,,,,50,76.81,73.31,75.1,0,,,,,,,,863592,,,,,34,1320,871,0
2004, ASSAM, KOKRAJHAR,S03,5,ST,6,0,,6,1,0,,1,1,0,,1,4,0,,4,2,0,,2,626861,587982,,1214843,,,,,1239,471,,1710,628100,588453,,1216553,528516,438399,,966915,,,,,0,,,82,,,966997,,,,,10,84.31,74.56,79.49,0,,,,,,,,966987,,,,,1,1497,813,0
2004, ASSAM, BARPETA,S03,6,GEN,9,0,,9,0,0,,0,0,0,,0,9,0,,9,7,0,,7,567445,507039,,1074484,,,,,866,399,,1265,568311,507438,,1075749,413501,349113,,762614,,,,,0,,,86,,,762700,,,,,19,72.87,68.85,70.9,0,,,,,,,,762681,,,,,23,1282,839,0
2004, ASSAM, GAUHATI,S03,7,GEN,14,2,,16,2,0,,2,2,0,,2,10,2,,12,7,2,,9,751032,688872,,1439904,,,,,988,468,,1456,752020,689340,,1441360,486932,394764,,881696,,,,,0,,,193,,,881889,,,,,114,64.84,57.31,61.18,0,,,,,,,,881775,,,,,19,1567,920,0
2004, ASSAM, MANGALDOI,S03,8,GEN,6,1,,7,0,0,,0,0,0,,0,6,1,,7,3,1,,4,627187,581523,,1208710,,,,,858,271,,1129,628045,581794,,1209839,474610,374131,,848741,,,,,0,,,272,,,849013,,,,,75,75.67,64.34,70.18,0,,,,,,,,848938,,,,,30,1439,841,0
2004, ASSAM, TEZPUR,S03,9,GEN,6,0,,6,0,0,,0,1,0,,1,5,0,,5,2,0,,2,521191,483216,,1004407,,,,,1417,565,,1982,522608,483781,,1006389,389084,331098,,720182,,,,,0,,,444,,,720626,,,,,182,74.65,68.52,71.61,676,,,,,,,,719768,,,,,13,1206,834,0
2004, ASSAM, NOWGONG,S03,10,GEN,6,0,,6,0,0,,0,0,0,,0,6,0,,6,4,0,,4,597053,550065,,1147118,,,,,1483,643,,2126,598536,550708,,1149244,424976,360909,,785885,,,,,0,,,196,,,786081,,,,,12,71.18,65.61,68.4,0,,,,,,,,786069,,,,,9,1336,860,0
2004, ASSAM, KALIABOR,S03,11,GEN,11,0,,11,0,0,,0,0,0,,0,11,0,,11,9,0,,9,607049,545323,,1152372,,,,,809,302,,1111,607858,545625,,1153483,418924,344693,,763617,,,,,0,,,155,,,763772,,,,,3,69.01,63.21,66.21,686,,,,,,,,763083,,,,,11,1342,860,0
2004, ASSAM, JORHAT,S03,12,GEN,6,0,,6,0,0,,0,0,0,,0,6,0,,6,3,0,,3,557836,518048,,1075884,,,,,1552,713,,2265,559388,518761,,1078149,372061,295912,,667973,,,,,0,,,448,,,668421,,,,,316,66.7,57.12,62.0,1270,,,,,,,,666835,,,,,8,1288,837,0
2004, ASSAM, DIBRUGARH,S03,13,GEN,9,0,,9,2,0,,2,0,0,,0,7,0,,7,4,0,,4,510852,457740,,968592,,,,,939,374,,1313,511791,458114,,969905,347962,283454,,631416,,,,,1,,,180,,,631597,,,,,75,68.11,61.92,65.12,282,,,,,,,,631240,,,,,19,1117,868,0
2004, ASSAM, LAKHIMPUR,S03,14,GEN,12,1,,13,0,0,,0,2,0,,2,10,1,,11,8,0,,8,581390,544235,,1125625,,,,,742,265,,1007,582132,544500,,1126632,430791,369310,,800101,,,,,0,,,360,,,800461,,,,,56,74.1,67.86,71.05,385,,,,,,,,800020,,,,,6,1277,882,0
2004, BIHAR, BAGAHA,S04,1,SC,14,0,,14,0,0,,0,3,0,,3,11,0,,11,9,0,,9,627735,532439,,1160174,,,,,65,36,,101,627800,532475,,1160275,360008,210806,,570814,,,,,0,,,12,,,570826,,,,,4,57.35,39.59,49.2,0,,,,,,,,570822,,,,,0,1152,1007,21
2004, BIHAR, BETTIAH,S04,2,GEN,14,0,,14,0,0,,0,0,0,,0,14,0,,14,12,0,,12,687122,590359,,1277481,,,,,438,244,,682,687560,590603,,1278163,374132,195736,,569868,,,,,0,,,44,,,569912,,,,,3,54.45,33.16,44.59,0,,,,,,,,569909,,,,,0,1141,1120,463
2004, BIHAR, MOTIHARI,S04,3,GEN,11,0,,11,0,0,,0,0,0,,0,11,0,,11,9,0,,9,671887,549638,,1221525,,,,,121,70,,191,672008,549708,,1221716,421100,257970,,679070,,,,,0,,,22,,,679092,,,,,2,62.67,46.93,55.59,0,,,,,,,,679090,,,,,0,1156,1057,28
2004, BIHAR, GOPALGANJ,S04,4,GEN,8,2,,10,0,0,,0,0,0,,0,8,2,,10,5,2,,7,682858,547601,,1230459,,,,,475,244,,719,683333,547845,,1231178,416693,277794,,694487,,,,,0,,,6,,,694493,,,,,1,61.02,50.73,56.41,0,,,,,,,,694492,,,,,0,1173,1050,33
2004, BIHAR, SIWAN,S04,5,GEN,8,0,,8,0,0,,0,0,0,,0,8,0,,8,6,0,,6,549243,503804,,1053047,,,,,875,519,,1394,550118,504323,,1054441,361423,276121,,637544,,,,,0,,,5,,,637549,,,,,0,65.8,54.81,60.46,0,,,,,,,,637549,,,,,0,1083,974,25
2004, BIHAR, MAHARAJGANJ,S04,6,GEN,12,1,,13,2,0,,2,0,0,,0,10,1,,11,8,1,,9,567801,545207,,1113008,,,,,1049,608,,1657,568850,545815,,1114665,431848,232533,,664381,,,,,0,,,105,,,664486,,,,,52,76.06,42.65,59.61,0,,,,,,,,664434,,,,,0,1179,945,119
2004, BIHAR, CHAPRA,S04,7,GEN,9,0,,9,0,0,,0,0,0,,0,9,0,,9,7,0,,7,621788,542140,,1163928,,,,,612,377,,989,622400,542517,,1164917,266722,179309,,446031,,,,,0,,,132,,,446163,,,,,62,42.9,33.07,38.3,0,,,,,,,,446101,,,,,0,1157,1007,1157
2004, BIHAR, HAJIPUR,S04,8,SC,8,0,,8,0,0,,0,0,0,,0,8,0,,8,6,0,,6,707575,500492,,1208067,,,,,494,273,,767,708069,500765,,1208834,448654,324911,,773565,,,,,0,,,46,,,773611,,,,,14,63.41,64.92,64.0,0,,,,,,,,773597,,,,,0,1181,1024,20
2004, BIHAR, VAISHALI,S04,9,GEN,16,0,,16,0,0,,0,0,0,,0,16,0,,16,14,0,,14,652160,544273,,1196433,,,,,591,321,,912,652751,544594,,1197345,435583,313098,,748681,,,,,0,,,86,,,748767,,,,,8,66.79,57.53,62.54,0,,,,,,,,748759,,,,,0,1249,959,28
2004, BIHAR, MUZAFFARPUR,S04,10,GEN,14,0,,14,0,0,,0,0,0,,0,14,0,,14,12,0,,12,664302,571604,,1235906,,,,,923,516,,1439,665225,572120,,1237345,452811,331163,,783974,,,,,0,,,128,,,784102,,,,,6,68.16,57.94,63.37,0,,,,,,,,784096,,,,,12,1244,995,12
2004, BIHAR, SITAMARHI,S04,11,GEN,13,0,,13,0,0,,0,0,0,,0,13,0,,13,11,0,,11,674268,590004,,1264272,,,,,536,324,,860,674804,590328,,1265132,408257,282534,,690791,,,,,0,,,100,,,690891,,,,,40,60.55,47.89,54.61,0,,,,,,,,690851,,,,,0,1265,1000,35
2004, BIHAR, SHEOHAR,S04,12,GEN,11,1,,12,0,0,,0,2,1,,3,9,0,,9,7,0,,7,644993,568860,,1213853,,,,,345,230,,575,645338,569090,,1214428,406560,259824,,666384,,,,,0,,,15,,,666399,,,,,1,63.03,45.67,54.87,0,,,,,,,,666398,,,,,0,1205,1008,27
2004, BIHAR, MADHUBANI,S04,13,GEN,10,0,,10,0,0,,0,0,0,,0,10,0,,10,8,0,,8,675317,581780,,1257097,,,,,363,173,,536,675680,581953,,1257633,399706,295430,,695136,,,,,0,,,58,,,695194,,,,,48,59.19,50.78,55.28,0,,,,,,,,695146,,,,,0,1171,1074,9
2004, BIHAR, JHANJHARPUR,S04,14,GEN,7,0,,7,0,0,,0,0,0,,0,7,0,,7,5,0,,5,609276,554093,,1163369,,,,,273,175,,448,609549,554268,,1163817,381543,322700,,704243,,,,,0,,,14,,,704257,,,,,14,62.62,58.24,60.51,0,,,,,,,,704243,,,,,0,1139,1022,20
2004, BIHAR, DARBHANGA,S04,15,GEN,10,0,,10,0,0,,0,1,0,,1,9,0,,9,7,0,,7,644956,557152,,1202108,,,,,215,133,,348,645171,557285,,1202456,433596,330506,,764102,,,,,0,,,3,,,764105,,,,,1,67.23,59.32,63.55,1447,,,,,,,,762657,,,,,0,1089,1104,12
2004, BIHAR, ROSERA,S04,16,SC,10,0,,10,0,0,,0,0,0,,0,10,0,,10,8,0,,8,660560,584862,,1245422,,,,,187,124,,311,660747,584986,,1245733,411968,301814,,713782,,,,,0,,,19,,,713801,,,,,3,62.37,51.6,57.3,0,,,,,,,,713798,,,,,0,1193,1044,24
2004, BIHAR, SAMASTIPUR,S04,17,GEN,15,0,,15,2,0,,2,0,0,,0,13,0,,13,11,0,,11,761601,671026,,1432627,,,,,748,418,,1166,762349,671444,,1433793,498015,366673,,864688,,,,,0,,,102,,,864790,,,,,44,65.39,54.64,60.31,0,,,,,,,,864746,,,,,0,1338,1072,13
2004, BIHAR, BARH,S04,18,GEN,10,0,,10,1,0,,1,1,0,,1,8,0,,8,6,0,,6,656589,585467,,1242056,,,,,502,293,,795,657091,585760,,1242851,507687,356382,,864069,,,,,0,,,49,,,864118,,,,,16,77.32,60.87,69.53,0,,,,,,,,864102,,,,,0,1269,979,17
2004, BIHAR, BALIA,S04,19,GEN,12,1,,13,1,1,,2,0,0,,0,11,0,,11,8,0,,8,629817,551279,,1181096,,,,,329,172,,501,630146,551451,,1181597,335890,296440,,632330,,,,,0,,,14,,,632344,,,,,1,53.33,53.77,53.52,0,,,,,,,,632343,,,,,0,1041,1135,2
2004, BIHAR, SAHARSA,S04,20,GEN,9,1,,10,0,0,,0,0,0,,0,9,1,,10,8,0,,8,671044,616204,,1287248,,,,,343,75,,418,671387,616279,,1287666,402119,336153,,738272,,,,,0,,,8,,,738280,,,,,0,59.92,54.55,57.33,0,,,,,,,,738280,,,,,0,1301,990,18
2004, BIHAR, MADHEPURA,S04,21,GEN,12,0,,12,0,0,,0,0,0,,0,12,0,,12,10,0,,10,620105,567066,,1187171,,,,,232,87,,319,620337,567153,,1187490,371244,324413,,695657,,,,,0,,,28,,,695685,,,,,11,59.87,57.21,58.58,0,,,,,,,,695674,,,,,1,1118,1062,15
2004, BIHAR, ARARIA,S04,22,SC,13,0,,13,0,0,,0,0,0,,0,13,0,,13,10,0,,10,622416,562367,,1184783,,,,,119,60,,179,622535,562427,,1184962,367397,285042,,652439,,,,,0,,,0,,,652439,,,,,0,59.03,50.69,55.06,0,,,,,,,,652439,,,,,93,1172,1011,2
2004, BIHAR, KISHANGANJ,S04,23,GEN,12,0,,12,2,0,,2,0,0,,0,10,0,,10,8,0,,8,669502,608931,,1278433,,,,,28,15,,43,669530,608946,,1278476,442216,371099,,813315,,,,,0,,,0,,,813315,,,,,0,66.05,60.94,63.62,0,,,,,,,,813315,,,,,1,1227,1042,7
2004, BIHAR, PURNEA,S04,24,GEN,14,2,,16,0,0,,0,1,0,,1,13,2,,15,11,2,,13,614482,564884,,1179366,,,,,86,39,,125,614568,564923,,1179491,389982,319033,,709015,,,,,0,,,0,,,709015,,,,,0,63.47,56.48,60.11,0,,,,,,,,709015,,,,,0,1071,1101,8
