Year,State,Constituency,State_Code,Constituency_Number,Category,Candidates_Nominated_Men,Candidates_Nominated_Women,Candidates_Nominated_Others,Candidates_Nominated_Total,Nominations_Rejected_Men,Nominations_Rejected_Women,Nominations_Rejected_Others,Nominations_Rejected_Total,Candidates_Withdrawn_Men,Candidates_Withdrawn_Women,Candidates_Withdrawn_Others,Candidates_Withdrawn_Total,Contested_Men,Contested_Women,Contested_Others,Contested_Total,Forfeited_Men,Forfeited_Women,Forfeited_Others,Forfeited_Total,General_Electors_Men,General_Electors_Women,General_Electors_Others,General_Electors_Total,Overseas_Electors_Men,Overseas_Electors_Women,Overseas_Electors_Others,Overseas_Electors_Total,Service_Electors_Men,Service_Electors_Women,Service_Electors_Others,Service_Electors_Total,Total_Electors_Men,Total_Electors_Women,Total_Electors_Others,Total_Electors,General_Voters_Men,General_Voters_Women,General_Voters_Others,General_Voters_Total,Overseas_Voters_Men,Overseas_Voters_Women,Overseas_Electors_Others,Overseas_Voters_Total,Proxy_Voters,Postal_Voters_Men,Postal_Voters_Women,Postal_Voters_Total,Total_Voters_Men,Total_Voters_Women,Total_Voters,Total Votes Polled,Rejected_Votes,Votes Rejected Due To Other Reason,% of Votes Rejected,Rejected_Votes_Postal,Polling_Percentage_Men,Polling_Percentage_Women,Polling_Percentage_Total,Votes Not Retrieved From EVM,TOTAL VOTES POLLED ON EVM,TOTAL DEDUCTED VOTES FROM EVM,TOTAL VALID VOTES POLLED ON EVM,POSTAL VOTES COUNTED,POSTAL VOTES DEDUCTED,VALID POSTAL VOTES,Valid Votes,Total_Valid_Votes_Polled,TEST VOTES POLLED ON EVM,VOTES POLLED FOR NOTA,Missing_Votes,Ballot_Paper_Set_Apart,Tendered_Votes,Polling_Stations,Avg_Per_Polling_Station,Re-Poll_Stations
1977, GUJARAT, SURAT,S06,24,GEN,9,0,,9,1,0,,1,4,0,,4,4,0,,4,2,0,,2,298921,284042,,582963,,,,,0,0,,0,298921,284042,,582963,209579,191659,,401238,,,,,,0,0,0,209579,191659,401238,401238,8188,,2.04,,,,68.83,,,,,,,,393050,,,,0,,0,702,830,
1977, GUJARAT, MANDVI,S06,25,ST,4,0,,4,0,0,,0,2,0,,2,2,0,,2,0,0,,0,268783,273049,,541832,,,,,0,0,,0,268783,273049,,541832,178005,162468,,340473,,,,,,0,0,0,178005,162468,340473,340473,12858,,3.78,,,,62.84,,,,,,,,327615,,,,0,,0,704,769,
1977, GUJARAT, BULSAR,S06,26,ST,4,1,,5,0,0,,0,2,0,,2,2,1,,3,1,0,,1,277097,279318,,556415,,,,,0,0,,0,277097,279318,,556415,170455,159545,,330000,,,,,,0,0,0,170455,159545,330000,330000,13282,,4.02,,,,59.31,,,,,,,,316718,,,,0,,0,664,837,
1977, HARYANA, AMBALA,S07,1,SC,8,0,,8,0,0,,0,4,0,,4,4,0,,4,2,0,,2,277520,243527,,521047,,,,,0,0,,0,277520,243527,,521047,217539,178730,,396269,,,,,,0,0,0,217539,178730,396269,396269,9080,,2.29,,,,76.05,,,,,,,,387189,,,,0,,0,547,952,
1977, HARYANA, KURUKSHETRA,S07,2,GEN,14,0,,14,0,0,,0,6,0,,6,8,0,,8,6,0,,6,287710,251142,,538852,,,,,0,0,,0,287710,251142,,538852,234535,191410,,425945,,,,,,0,0,0,234535,191410,425945,425945,7088,,1.66,,,,79.05,,,,,,,,418857,,,,0,,0,596,904,
1977, HARYANA, KARNAL,S07,3,GEN,14,0,,14,0,0,,0,9,0,,9,5,0,,5,4,0,,4,295156,261047,,556203,,,,,0,0,,0,295156,261047,,556203,230733,192012,,422745,,,,,,0,0,0,230733,192012,422745,422745,6908,,1.63,,,,76.01,,,,,,,,415837,,,,0,,0,573,970,
1977, HARYANA, SONEPAT,S07,4,GEN,10,1,,11,1,0,,1,5,0,,5,4,1,,5,3,1,,4,313869,283799,,597668,,,,,0,0,,0,313869,283799,,597668,237617,197026,,434643,,,,,,0,0,0,237617,197026,434643,434643,6119,,1.41,,,,72.72,,,,,,,,428524,,,,0,,0,659,906,
1977, HARYANA, ROHTAK,S07,5,GEN,8,0,,8,0,0,,0,3,0,,3,5,0,,5,4,0,,4,300497,277493,,577990,,,,,0,0,,0,300497,277493,,577990,211569,187058,,398627,,,,,,0,0,0,211569,187058,398627,398627,5756,,1.44,,,,68.97,,,,,,,,392871,,,,0,,0,600,963,
1977, HARYANA, FARIDABAD,S07,6,GEN,13,0,,13,0,0,,0,6,0,,6,7,0,,7,5,0,,5,321819,279405,,601224,,,,,0,0,,0,321819,279405,,601224,238625,187075,,425700,,,,,,0,0,0,238625,187075,425700,425700,8215,,1.93,,,,70.81,,,,,,,,417485,,,,0,,0,666,902,
1977, HARYANA, MAHENDRAGARH,S07,7,GEN,20,0,,20,0,0,,0,13,0,,13,7,0,,7,5,0,,5,334781,318132,,652913,,,,,0,0,,0,334781,318132,,652913,244686,227773,,472459,,,,,,0,0,0,244686,227773,472459,472459,9578,,2.03,,,,72.36,,,,,,,,462881,,,,0,,0,734,889,
1977, HARYANA, BHIWANI,S07,8,GEN,6,1,,7,1,0,,1,3,0,,3,2,1,,3,1,0,,1,312539,278350,,590889,,,,,0,0,,0,312539,278350,,590889,237922,197580,,435502,,,,,,0,0,0,237922,197580,435502,435502,7918,,1.82,,,,73.7,,,,,,,,427584,,,,0,,0,663,891,
1977, HARYANA, HISSAR,S07,9,GEN,5,0,,5,0,0,,0,3,0,,3,2,0,,2,0,0,,0,294140,259616,,553756,,,,,0,0,,0,294140,259616,,553756,226847,182553,,409400,,,,,,0,0,0,226847,182553,409400,409400,7872,,1.92,,,,73.93,,,,,,,,401528,,,,0,,0,624,887,
1977, HARYANA, SIRSA,S07,10,SC,6,0,,6,0,0,,0,2,0,,2,4,0,,4,2,0,,2,309773,266339,,576112,,,,,0,0,,0,309773,266339,,576112,230493,172622,,403115,,,,,,0,0,0,230493,172622,403115,403115,7327,,1.82,,,,69.97,,,,,,,,395788,,,,0,,0,637,904,
1977, HIMACHAL PRADESH, SIMLA,S08,1,SC,6,0,,6,1,0,,1,2,0,,2,3,0,,3,1,0,,1,245983,219737,,465720,,,,,0,0,,0,245983,219737,,465720,163898,109591,,273489,,,,,,0,0,0,163898,109591,273489,273489,6189,,2.26,,,,58.72,,,,,,,,267300,,,,0,,0,1048,444,
1977, HIMACHAL PRADESH, MANDI,S08,2,GEN,6,0,,6,0,0,,0,1,0,,1,5,0,,5,3,0,,3,258172,235278,,493450,,,,,0,0,,0,258172,235278,,493450,159696,106124,,265820,,,,,,0,0,0,159696,106124,265820,265820,6105,,2.3,,,,53.87,,,,,,,,259715,,,,0,,0,911,541,
1977, HIMACHAL PRADESH, KANGRA,S08,3,GEN,7,0,,7,1,0,,1,2,0,,2,4,0,,4,2,0,,2,241001,236074,,477075,,,,,0,0,,0,241001,236074,,477075,160229,144888,,305117,,,,,,0,0,0,160229,144888,305117,305117,8281,,2.71,,,,63.96,,,,,,,,296836,,,,0,,0,699,682,
1977, HIMACHAL PRADESH, HAMIRPUR,S08,4,GEN,6,0,,6,0,0,,0,4,0,,4,2,0,,2,0,0,,0,260103,264702,,524805,,,,,0,0,,0,260103,264702,,524805,159985,163516,,323501,,,,,,0,0,0,159985,163516,323501,323501,8459,,2.61,,,,61.64,,,,,,,,315042,,,,0,,0,703,746,
1977, JAMMU & KASHMIR, BARAMULLA,S09,1,GEN,8,0,,8,1,0,,1,5,0,,5,2,0,,2,0,0,,0,251507,202258,,453765,,,,,0,0,,0,251507,202258,,453765,186215,72292,,258507,,,,,,0,0,0,186215,72292,258507,258507,11083,,4.29,,,,56.97,,,,,,,,247424,,,,0,,0,643,705,
1977, JAMMU & KASHMIR, SRINAGAR,S09,2,GEN,10,1,,11,1,0,,1,5,0,,5,4,1,,5,3,0,,3,256256,205709,,461965,,,,,0,0,,0,256256,205709,,461965,190577,128721,,319298,,,,,,0,0,0,190577,128721,319298,319298,9140,,2.86,,,,69.12,,,,,,,,310158,,,,0,,0,558,827,
1977, JAMMU & KASHMIR, ANANTNAG,S09,3,GEN,7,0,,7,0,0,,0,2,0,,2,5,0,,5,3,0,,3,216541,254761,,471302,,,,,0,0,,0,216541,254761,,471302,167613,95499,,263112,,,,,,0,0,0,167613,95499,263112,263112,14462,,5.5,,,,55.83,,,,,,,,248650,,,,0,,0,548,860,
1977, JAMMU & KASHMIR, LADAKH,S09,4,GEN,8,1,,9,0,0,,0,7,0,,7,1,1,,2,0,0,,0,32981,31725,,64706,,,,,0,0,,0,32981,31725,,64706,24509,21072,,45581,,,,,,0,0,0,24509,21072,45581,45581,2198,,4.82,,,,70.44,,,,,,,,43383,,,,0,,0,224,288,
1977, JAMMU & KASHMIR, UDHAMPUR,S09,5,GEN,14,0,,14,0,0,,0,8,0,,8,6,0,,6,4,0,,4,262634,242043,,504677,,,,,0,0,,0,262634,242043,,504677,123520,113836,,237356,,,,,,0,0,0,123520,113836,237356,237356,7559,,3.18,,,,47.03,,,,,,,,229797,,,,0,,0,824,612,
1977, JAMMU & KASHMIR, JAMMU,S09,6,GEN,13,0,,13,0,0,,0,4,0,,4,9,0,,9,7,0,,7,321681,279326,,601007,,,,,0,0,,0,321681,279326,,601007,207245,148415,,355660,,,,,,0,0,0,207245,148415,355660,355660,10748,,3.02,,,,59.18,,,,,,,,344912,,,,0,,0,807,744,
1977, KARNATAKA, BIDAR,S10,1,SC,8,0,,8,0,0,,0,4,0,,4,4,0,,4,2,0,,2,308694,298017,,606711,,,,,0,0,,0,308694,298017,,606711,175704,136221,,311925,,,,,,0,0,0,175704,136221,311925,311925,10523,,3.37,,,,51.41,,,,,,,,301402,,,,0,,0,787,770,
1977, KARNATAKA, GULBARGA,S10,2,GEN,9,0,,9,1,0,,1,5,0,,5,3,0,,3,1,0,,1,315005,314716,,629721,,,,,0,0,,0,315005,314716,,629721,174365,148570,,322935,,,,,,0,0,0,174365,148570,322935,322935,12413,,3.84,,,,51.28,,,,,,,,310522,,,,0,,0,746,844,
1977, KARNATAKA, RAICHUR,S10,3,GEN,5,0,,5,0,0,,0,3,0,,3,2,0,,2,0,0,,0,294987,304917,,599904,,,,,0,0,,0,294987,304917,,599904,172074,131632,,303706,,,,,,0,0,0,172074,131632,303706,303706,15664,,5.16,,,,50.63,,,,,,,,288042,,,,0,,0,741,809,
1977, KARNATAKA, KOPPAL,S10,4,GEN,4,0,,4,0,0,,0,1,0,,1,3,0,,3,1,0,,1,304689,308689,,613378,,,,,0,0,,0,304689,308689,,613378,190301,154039,,344340,,,,,,0,0,0,190301,154039,344340,344340,15859,,4.61,,,,56.14,,,,,,,,328481,,,,0,,0,747,821,
1977, KARNATAKA, BELLARY,S10,5,GEN,13,2,,15,0,0,,0,11,2,,13,2,0,,2,0,0,,0,297162,296525,,593687,,,,,0,0,,0,297162,296525,,593687,197704,188355,,386059,,,,,,0,0,0,197704,188355,386059,386059,14425,,3.74,,,,65.03,,,,,,,,371634,,,,0,,0,722,822,
1977, KARNATAKA, DAVANGERE,S10,6,GEN,7,0,,7,0,0,,0,4,0,,4,3,0,,3,1,0,,1,318898,294621,,613519,,,,,0,0,,0,318898,294621,,613519,234197,191144,,425341,,,,,,0,0,0,234197,191144,425341,425341,13098,,3.08,,,,69.33,,,,,,,,412243,,,,0,,0,703,872,
1977, KARNATAKA, CHITRADURGA,S10,7,GEN,6,0,,6,0,0,,0,3,0,,3,3,0,,3,1,0,,1,322640,297198,,619838,,,,,0,0,,0,322640,297198,,619838,210651,172204,,382855,,,,,,0,0,0,210651,172204,382855,382855,10993,,2.87,,,,61.77,,,,,,,,371862,,,,0,,0,737,841,
1977, KARNATAKA, TUMKUR,S10,8,GEN,8,0,,8,0,0,,0,5,0,,5,3,0,,3,1,0,,1,311938,292036,,603974,,,,,0,0,,0,311938,292036,,603974,229459,190347,,419806,,,,,,0,0,0,229459,190347,419806,419806,8590,,2.05,,,,69.51,,,,,,,,411216,,,,0,,0,707,854,
1977, KARNATAKA, CHIKBALLAPUR,S10,9,GEN,8,0,,8,0,0,,0,4,0,,4,4,0,,4,2,0,,2,320692,306538,,627230,,,,,0,0,,0,320692,306538,,627230,229195,179659,,408854,,,,,,0,0,0,229195,179659,408854,408854,12945,,3.17,,,,65.18,,,,,,,,395909,,,,0,,0,784,800,
1977, KARNATAKA, KOLAR,S10,10,SC,10,0,,10,0,0,,0,4,0,,4,6,0,,6,4,0,,4,300790,294024,,594814,,,,,0,0,,0,300790,294024,,594814,207276,154334,,361610,,,,,,0,0,0,207276,154334,361610,361610,10120,,2.8,,,,60.79,,,,,,,,351490,,,,0,,0,688,868,
1977, KARNATAKA, KANAKAPURA,S10,11,GEN,10,0,,10,0,0,,0,6,0,,6,4,0,,4,2,0,,2,351978,321605,,673583,,,,,0,0,,0,351978,321605,,673583,323325,95489,,418814,,,,,,0,0,0,323325,95489,418814,418814,11356,,2.71,,,,62.18,,,,,,,,407458,,,,0,,0,882,763,
1977, KARNATAKA, BANGALORE NORTH,S10,12,GEN,13,1,,14,0,0,,0,7,0,,7,6,1,,7,4,1,,5,329244,293172,,622416,,,,,0,0,,0,329244,293172,,622416,207889,166613,,374502,,,,,,0,0,0,207889,166613,374502,374502,7826,,2.09,,,,60.17,,,,,,,,366676,,,,0,,0,652,954,
1977, KARNATAKA, BANGALORE SOUTH,S10,13,GEN,14,0,,14,0,0,,0,7,0,,7,7,0,,7,5,0,,5,361962,302284,,664246,,,,,0,0,,0,361962,302284,,664246,242439,184156,,426595,,,,,,0,0,0,242439,184156,426595,426595,8105,,1.9,,,,64.22,,,,,,,,418490,,,,0,,0,610,1088,
1977, KARNATAKA, MANDYA,S10,14,GEN,13,0,,13,0,0,,0,9,0,,9,4,0,,4,2,0,,2,311299,293140,,604439,,,,,0,0,,0,311299,293140,,604439,232324,192762,,425086,,,,,,0,0,0,232324,192762,425086,425086,11047,,2.6,,,,70.33,,,,,,,,414039,,,,0,,0,751,804,
1977, KARNATAKA, CHAMARAJANAGAR,S10,15,SC,9,0,,9,0,0,,0,4,0,,4,5,0,,5,3,0,,3,312039,294898,,606937,,,,,0,0,,0,312039,294898,,606937,220853,179915,,400768,,,,,,0,0,0,220853,179915,400768,400768,14806,,3.69,,,,66.03,,,,,,,,385962,,,,0,,0,776,782,
1977, KARNATAKA, MYSORE,S10,16,GEN,9,0,,9,1,0,,1,4,0,,4,4,0,,4,2,0,,2,311020,285448,,596468,,,,,0,0,,0,311020,285448,,596468,206866,168854,,375720,,,,,,0,0,0,206866,168854,375720,375720,11229,,2.99,,,,62.99,,,,,,,,364491,,,,0,,0,702,849,
1977, KARNATAKA, MANGALORE,S10,17,GEN,5,0,,5,0,0,,0,3,0,,3,2,0,,2,0,0,,0,288063,267752,,555815,,,,,0,0,,0,288063,267752,,555815,208233,187970,,396203,,,,,,0,0,0,208233,187970,396203,396203,7615,,1.92,,,,71.28,,,,,,,,388588,,,,0,,0,776,716,
1977, KARNATAKA, UDUPI,S10,18,GEN,5,1,,6,0,0,,0,2,0,,2,3,1,,4,1,1,,2,251524,276256,,527780,,,,,0,0,,0,251524,276256,,527780,175697,199039,,374736,,,,,,0,0,0,175697,199039,374736,374736,9377,,2.5,,,,71.0,,,,,,,,365359,,,,0,,0,685,770,
1977, KARNATAKA, HASSAN,S10,19,GEN,7,0,,7,0,0,,0,4,0,,4,3,0,,3,1,0,,1,316038,303735,,619773,,,,,0,0,,0,316038,303735,,619773,233973,195327,,429300,,,,,,0,0,0,233973,195327,429300,429300,11699,,2.73,,,,69.27,,,,,,,,417601,,,,0,,0,787,787,
1977, KARNATAKA, CHIKMAGALUR,S10,20,GEN,6,1,,7,0,0,,0,5,0,,5,1,1,,2,0,0,,0,274778,259898,,534676,,,,,0,0,,0,274778,259898,,534676,195721,167272,,362993,,,,,,0,0,0,195721,167272,362993,362993,11083,,3.05,,,,67.89,,,,,,,,351910,,,,0,,0,698,766,
1977, KARNATAKA, SHIMOGA,S10,21,GEN,5,0,,5,0,0,,0,3,0,,3,2,0,,2,0,0,,0,295014,264685,,559699,,,,,0,0,,0,295014,264685,,559699,223088,186049,,409137,,,,,,0,0,0,223088,186049,409137,409137,11843,,2.89,,,,73.1,,,,,,,,397294,,,,0,,0,707,791,
1977, KARNATAKA, KANARA,S10,22,GEN,7,0,,7,0,0,,0,3,0,,3,4,0,,4,2,0,,2,297440,286415,,583855,,,,,0,0,,0,297440,286415,,583855,211102,180132,,391234,,,,,,0,0,0,211102,180132,391234,391234,12278,,3.14,,,,67.01,,,,,,,,378956,,,,0,,0,810,720,
1977, KARNATAKA, DHARWAD SOUTH,S10,23,GEN,5,0,,5,0,0,,0,2,0,,2,3,0,,3,1,0,,1,305271,270520,,575791,,,,,0,0,,0,305271,270520,,575791,216017,191630,,407647,,,,,,0,0,0,216017,191630,407647,407647,13333,,3.27,,,,70.8,,,,,,,,394314,,,,0,,0,723,796,
1977, KARNATAKA, DHARWAD NORTH,S10,24,GEN,3,2,,5,0,0,,0,2,1,,3,1,1,,2,0,0,,0,273226,262159,,535385,,,,,0,0,,0,273226,262159,,535385,196591,171423,,368014,,,,,,0,0,0,196591,171423,368014,368014,11188,,3.04,,,,68.74,,,,,,,,356826,,,,0,,0,677,790,
1977, KARNATAKA, BELGAUM,S10,25,GEN,11,0,,11,0,0,,0,6,0,,6,5,0,,5,3,0,,3,317188,312190,,629378,,,,,0,0,,0,317188,312190,,629378,179484,152200,,331684,,,,,,0,0,0,179484,152200,331684,331684,12961,,3.91,,,,52.7,,,,,,,,318723,,,,0,,0,762,825,
1977, KARNATAKA, CHIKKODI,S10,26,SC,4,0,,4,0,0,,0,1,0,,1,3,0,,3,1,0,,1,290667,280336,,571003,,,,,0,0,,0,290667,280336,,571003,183514,149241,,332755,,,,,,0,0,0,183514,149241,332755,332755,10532,,3.17,,,,58.28,,,,,,,,322223,,,,0,,0,643,888,
1977, KARNATAKA, BAGALKOT,S10,27,GEN,3,0,,3,0,0,,0,1,0,,1,2,0,,2,0,0,,0,330073,296161,,626234,,,,,0,0,,0,330073,296161,,626234,194566,171724,,366290,,,,,,0,0,0,194566,171724,366290,366290,13602,,3.71,,,,58.49,,,,,,,,352688,,,,0,,0,776,807,
1977, KARNATAKA, BIJAPUR,S10,28,GEN,5,0,,5,0,0,,0,3,0,,3,2,0,,2,0,0,,0,292266,284675,,576941,,,,,0,0,,0,292266,284675,,576941,180358,157075,,337433,,,,,,0,0,0,180358,157075,337433,337433,11707,,3.47,,,,58.49,,,,,,,,325726,,,,0,,0,719,802,
1977, KERALA, KASARAGOD,S11,1,GEN,3,0,,3,0,0,,0,1,0,,1,2,0,,2,0,0,,0,284774,293700,,578474,,,,,0,0,,0,284774,293700,,578474,223508,239367,,462875,,,,,,0,0,0,223508,239367,462875,462875,13307,,2.87,,,,80.02,,,,,,,,449568,,,,0,,0,539,1073,
1977, KERALA, CANNANORE,S11,2,GEN,5,0,,5,0,0,,0,2,0,,2,3,0,,3,1,0,,1,277034,276326,,553360,,,,,0,0,,0,277034,276326,,553360,227267,230602,,457869,,,,,,0,0,0,227267,230602,457869,457869,10581,,2.31,,,,82.74,,,,,,,,447288,,,,0,,0,517,1070,
1977, KERALA, BADAGARA,S11,3,GEN,4,0,,4,0,0,,0,2,0,,2,2,0,,2,0,0,,0,297342,313765,,611107,,,,,0,0,,0,297342,313765,,611107,241597,265493,,507090,,,,,,0,0,0,241597,265493,507090,507090,8236,,1.62,,,,82.98,,,,,,,,498854,,,,0,,0,561,1089,
1977, KERALA, CALICUT,S11,4,GEN,3,1,,4,0,0,,0,2,0,,2,1,1,,2,0,0,,0,283691,275363,,559054,,,,,0,0,,0,283691,275363,,559054,233161,223906,,457067,,,,,,0,0,0,233161,223906,457067,457067,8645,,1.89,,,,81.76,,,,,,,,448422,,,,0,,0,524,1066,
1977, KERALA, MANJERI,S11,5,GEN,4,0,,4,0,0,,0,2,0,,2,2,0,,2,0,0,,0,282148,287080,,569228,,,,,0,0,,0,282148,287080,,569228,223359,218969,,442328,,,,,,0,0,0,223359,218969,442328,442328,11059,,2.5,,,,77.71,,,,,,,,431269,,,,0,,0,528,1078,
1977, KERALA, PONNANI,S11,6,GEN,3,0,,3,0,0,,0,1,0,,1,2,0,,2,0,0,,0,273425,300077,,573502,,,,,0,0,,0,273425,300077,,573502,203818,227414,,431232,,,,,,0,0,0,203818,227414,431232,431232,9796,,2.27,,,,75.19,,,,,,,,421436,,,,0,,0,551,1040,
1977, KERALA, PALGHAT,S11,7,GEN,6,0,,6,0,0,,0,3,0,,3,3,0,,3,1,0,,1,288239,301014,,589253,,,,,0,0,,0,288239,301014,,589253,221918,217861,,439779,,,,,,0,0,0,221918,217861,439779,439779,22101,,5.03,,,,74.63,,,,,,,,417678,,,,0,,0,550,1071,
1977, KERALA, OTTAPALAM,S11,8,SC,3,0,,3,0,0,,0,1,0,,1,2,0,,2,0,0,,0,271170,303373,,574543,,,,,0,0,,0,271170,303373,,574543,204814,235501,,440315,,,,,,0,0,0,204814,235501,440315,440315,11212,,2.55,,,,76.64,,,,,,,,429103,,,,0,,0,545,1054,
1977, KERALA, TRICHUR,S11,9,GEN,7,0,,7,0,0,,0,2,0,,2,5,0,,5,3,0,,3,257513,292268,,549781,,,,,0,0,,0,257513,292268,,549781,201327,240405,,441732,,,,,,0,0,0,201327,240405,441732,441732,15528,,3.52,,,,80.35,,,,,,,,426204,,,,0,,0,509,1080,
1977, KERALA, MUKUNDAPURAM,S11,10,GEN,6,0,,6,0,0,,0,1,0,,1,5,0,,5,3,0,,3,275165,286917,,562082,,,,,0,0,,0,275165,286917,,562082,229234,243130,,472364,,,,,,0,0,0,229234,243130,472364,472364,8515,,1.8,,,,84.04,,,,,,,,463849,,,,0,,0,525,1070,
1977, KERALA, ERNAKULAM,S11,11,GEN,6,0,,6,0,0,,0,2,0,,2,4,0,,4,2,0,,2,294929,287875,,582804,,,,,0,0,,0,294929,287875,,582804,233766,233282,,467048,,,,,,0,0,0,233766,233282,467048,467048,9879,,2.12,,,,80.14,,,,,,,,457169,,,,0,,0,545,1069,
1977, KERALA, MUVATTUPUZHA,S11,12,GEN,8,0,,8,0,0,,0,6,0,,6,2,0,,2,0,0,,0,286254,274579,,560833,,,,,0,0,,0,286254,274579,,560833,237439,223330,,460769,,,,,,0,0,0,237439,223330,460769,460769,7015,,1.52,,,,82.16,,,,,,,,453754,,,,0,,0,537,1044,
1977, KERALA, KOTTAYAM,S11,13,GEN,7,0,,7,0,0,,0,3,0,,3,4,0,,4,2,0,,2,292437,283509,,575946,,,,,0,0,,0,292437,283509,,575946,239463,229717,,469180,,,,,,0,0,0,239463,229717,469180,469180,13084,,2.79,,,,81.46,,,,,,,,456096,,,,0,,0,565,1019,
1977, KERALA, IDUKKI,S11,14,GEN,12,0,,12,0,0,,0,5,0,,5,7,0,,7,5,0,,5,299631,278803,,578434,,,,,0,0,,0,299631,278803,,578434,222348,204521,,426869,,,,,,0,0,0,222348,204521,426869,426869,11056,,2.59,,,,73.8,,,,,,,,415813,,,,0,,0,575,1005,
1977, KERALA, ALLEPPEY,S11,15,GEN,4,0,,4,0,0,,0,2,0,,2,2,0,,2,0,0,,0,286157,293819,,579976,,,,,0,0,,0,286157,293819,,579976,238334,247325,,485659,,,,,,0,0,0,238334,247325,485659,485659,8773,,1.81,,,,83.74,,,,,,,,476886,,,,0,,0,510,1137,
1977, KERALA, MAVELIKARA,S11,16,GEN,6,0,,6,1,0,,1,2,0,,2,3,0,,3,1,0,,1,275921,293120,,569041,,,,,0,0,,0,275921,293120,,569041,217605,234583,,452188,,,,,,0,0,0,217605,234583,452188,452188,7952,,1.76,,,,79.46,,,,,,,,444236,,,,0,,0,510,1115,
1977, KERALA, ADOOR,S11,17,SC,3,0,,3,0,0,,0,0,0,,0,3,0,,3,1,0,,1,263071,262083,,525154,,,,,0,0,,0,263071,262083,,525154,214007,215967,,429974,,,,,,0,0,0,214007,215967,429974,429974,8147,,1.89,,,,81.88,,,,,,,,421827,,,,0,,0,469,1119,
1977, KERALA, QUILON,S11,18,GEN,5,1,,6,0,0,,0,1,0,,1,4,1,,5,2,1,,3,293809,288933,,582742,,,,,0,0,,0,293809,288933,,582742,227436,230989,,458425,,,,,,0,0,0,227436,230989,458425,458425,10883,,2.37,,,,78.67,,,,,,,,447542,,,,0,,0,547,1065,
1977, KERALA, CHIRAYINKIL,S11,19,GEN,4,0,,4,0,0,,0,2,0,,2,2,0,,2,0,0,,0,278000,286054,,564054,,,,,0,0,,0,278000,286054,,564054,201047,224604,,425651,,,,,,0,0,0,201047,224604,425651,425651,10070,,2.37,,,,75.46,,,,,,,,415581,,,,0,,0,512,1101,
1977, KERALA, TRIVANDRUM,S11,20,GEN,3,1,,4,0,0,,0,1,0,,1,2,1,,3,0,1,,1,314797,306736,,621533,,,,,0,0,,0,314797,306736,,621533,229419,219167,,448586,,,,,,0,0,0,229419,219167,448586,448586,14988,,3.34,,,,72.17,,,,,,,,433598,,,,0,,0,571,1088,
1977, MADHYA PRADESH, MORENA,S12,1,SC,7,0,,7,2,0,,2,2,0,,2,3,0,,3,1,0,,1,309062,279216,,588278,,,,,0,0,,0,309062,279216,,588278,188782,93126,,281908,,,,,,0,0,0,188782,93126,281908,281908,11474,,4.07,,,,47.92,,,,,,,,270434,,,,0,,0,704,835,
1977, MADHYA PRADESH, BHIND,S12,2,GEN,10,0,,10,0,0,,0,6,0,,6,4,0,,4,2,0,,2,340713,308499,,649212,,,,,0,0,,0,340713,308499,,649212,223323,120153,,343476,,,,,,0,0,0,223323,120153,343476,343476,12620,,3.67,,,,52.91,,,,,,,,330856,,,,0,,0,807,804,
1977, MADHYA PRADESH, GWALIOR,S12,3,GEN,8,0,,8,0,0,,0,3,0,,3,5,0,,5,3,0,,3,306359,280719,,587078,,,,,0,0,,0,306359,280719,,587078,200647,137583,,338230,,,,,,0,0,0,200647,137583,338230,338230,11877,,3.51,,,,57.61,,,,,,,,326353,,,,0,,0,680,863,
1977, MADHYA PRADESH, GUNA,S12,4,GEN,19,0,,19,1,0,,1,13,0,,13,5,0,,5,3,0,,3,327874,306249,,634123,,,,,0,0,,0,327874,306249,,634123,205036,131543,,336579,,,,,,0,0,0,205036,131543,336579,336579,16275,,4.84,,,,53.08,,,,,,,,320304,,,,0,,0,763,831,
1977, MADHYA PRADESH, SAGAR,S12,5,SC,6,1,,7,1,0,,1,3,0,,3,2,1,,3,1,0,,1,275539,263995,,539534,,,,,0,0,,0,275539,263995,,539534,182605,115210,,297815,,,,,,0,0,0,182605,115210,297815,297815,11894,,3.99,,,,55.2,,,,,,,,285921,,,,0,,0,606,890,
1977, MADHYA PRADESH, KHAJURAHO,S12,6,GEN,4,0,,4,0,0,,0,2,0,,2,2,0,,2,0,0,,0,345076,320932,,666008,,,,,0,0,,0,345076,320932,,666008,219219,129561,,348780,,,,,,0,0,0,219219,129561,348780,348780,21283,,6.1,,,,52.37,,,,,,,,327497,,,,0,,0,856,778,
1977, MADHYA PRADESH, DAMOH,S12,7,GEN,6,0,,6,0,0,,0,4,0,,4,2,0,,2,0,0,,0,314895,309683,,624578,,,,,0,0,,0,314895,309683,,624578,224751,140928,,365679,,,,,,0,0,0,224751,140928,365679,365679,20196,,5.52,,,,58.55,,,,,,,,345483,,,,0,,0,831,751,
1977, MADHYA PRADESH, SATNA,S12,8,GEN,10,0,,10,0,0,,0,7,0,,7,3,0,,3,1,0,,1,297565,295735,,593300,,,,,0,0,,0,297565,295735,,593300,208525,159038,,367563,,,,,,0,0,0,208525,159038,367563,367563,16839,,4.58,,,,61.95,,,,,,,,350724,,,,0,,0,691,858,
